id,difficulty,answer,clue,source_word,answer_length,explanation
662,hard,AUSTERE,plain and strict in manner,RUSBEGAQTE,7,AUSTERE is made from letters in RUSBEGAQTE (A-U-S-T-E-R-E). It is a valid word meaning plain and strict in manner.
663,hard,AUSTERE,plain and strict in manner,TEEERAUURS,7,AUSTERE is made from letters in TEEERAUURS (A-U-S-T-E-R-E). It is a valid word meaning plain and strict in manner.
664,hard,AUSTERE,plain and strict in manner,ZAXURATSIESE,7,AUSTERE is made from letters in ZAXURATSIESE (A-U-S-T-E-R-E). It is a valid word meaning plain and strict in manner.
665,hard,DILIGENT,careful and hard-working,EGNTSIESIDEELI,8,DILIGENT is made from letters in EGNTSIESIDEELI (D-I-L-I-G-E-N-T). It is a valid word meaning careful and hard-working.
666,hard,DILIGENT,careful and hard-working,IFDTGEGENIIL,8,DILIGENT is made from letters in IFDTGEGENIIL (D-I-L-I-G-E-N-T). It is a valid word meaning careful and hard-working.
667,hard,DILIGENT,careful and hard-working,NIDIINNLTGEGEE,8,DILIGENT is made from letters in NIDIINNLTGEGEE (D-I-L-I-G-E-N-T). It is a valid word meaning careful and hard-working.
668,hard,DILIGENT,careful and hard-working,SDENIITXLGS,8,DILIGENT is made from letters in SDENIITXLGS (D-I-L-I-G-E-N-T). It is a valid word meaning careful and hard-working.
669,hard,OBSCURE,not well known or difficult to understand,EURSBCNBARO,7,OBSCURE is made from letters in EURSBCNBARO (O-B-S-C-U-R-E). It is a valid word meaning not well known or difficult to understand.
670,hard,OBSCURE,not well known or difficult to understand,OEIUBSIREEC,7,OBSCURE is made from letters in OEIUBSIREEC (O-B-S-C-U-R-E). It is a valid word meaning not well known or difficult to understand.
671,hard,OBSCURE,not well known or difficult to understand,OEUSQBCMORARE,7,OBSCURE is made from letters in OEUSQBCMORARE (O-B-S-C-U-R-E). It is a valid word meaning not well known or difficult to understand.
672,hard,OBSCURE,not well known or difficult to understand,SEUZREOBCN,7,OBSCURE is made from letters in SEUZREOBCN (O-B-S-C-U-R-E). It is a valid word meaning not well known or difficult to understand.
673,hard,PRUDENT,wise and careful,DNTESESPNUR,7,PRUDENT is made from letters in DNTESESPNUR (P-R-U-D-E-N-T). It is a valid word meaning wise and careful.
674,hard,PRUDENT,wise and careful,EEADNRDPUPETU,7,PRUDENT is made from letters in EEADNRDPUPETU (P-R-U-D-E-N-T). It is a valid word meaning wise and careful.
675,hard,PRUDENT,wise and careful,ERDIETENTUP,7,PRUDENT is made from letters in ERDIETENTUP (P-R-U-D-E-N-T). It is a valid word meaning wise and careful.
676,hard,PRUDENT,wise and careful,ZPYUENRGDECRT,7,PRUDENT is made from letters in ZPYUENRGDECRT (P-R-U-D-E-N-T). It is a valid word meaning wise and careful.
677,hard,TANGIBLE,able to be touched or clearly felt,ANEGIETIENKBL,8,TANGIBLE is made from letters in ANEGIETIENKBL (T-A-N-G-I-B-L-E). It is a valid word meaning able to be touched or clearly felt.
678,hard,TANGIBLE,able to be touched or clearly felt,DTINAIESLBXG,8,TANGIBLE is made from letters in DTINAIESLBXG (T-A-N-G-I-B-L-E). It is a valid word meaning able to be touched or clearly felt.
679,hard,TANGIBLE,able to be touched or clearly felt,GAIETGOLNEZB,8,TANGIBLE is made from letters in GAIETGOLNEZB (T-A-N-G-I-B-L-E). It is a valid word meaning able to be touched or clearly felt.
680,hard,TANGIBLE,able to be touched or clearly felt,NGQQLBAIETI,8,TANGIBLE is made from letters in NGQQLBAIETI (T-A-N-G-I-B-L-E). It is a valid word meaning able to be touched or clearly felt.
681,hard,DORMANT,temporarily inactive,AODZNNARTM,7,DORMANT is made from letters in AODZNNARTM (D-O-R-M-A-N-T). It is a valid word meaning temporarily inactive.
682,hard,DORMANT,temporarily inactive,MRADMENRMTOTI,7,DORMANT is made from letters in MRADMENRMTOTI (D-O-R-M-A-N-T). It is a valid word meaning temporarily inactive.
683,hard,DORMANT,temporarily inactive,NTAEMDRRATO,7,DORMANT is made from letters in NTAEMDRRATO (D-O-R-M-A-N-T). It is a valid word meaning temporarily inactive.
684,hard,DORMANT,temporarily inactive,RNROEDATMR,7,DORMANT is made from letters in RNROEDATMR (D-O-R-M-A-N-T). It is a valid word meaning temporarily inactive.
685,hard,FERVENT,showing intense feeling,DNEVCRFSBNTEA,7,FERVENT is made from letters in DNEVCRFSBNTEA (F-E-R-V-E-N-T). It is a valid word meaning showing intense feeling.
686,hard,FERVENT,showing intense feeling,NECZRTEVFT,7,FERVENT is made from letters in NECZRTEVFT (F-E-R-V-E-N-T). It is a valid word meaning showing intense feeling.
687,hard,FERVENT,showing intense feeling,ORTFVIENDEEX,7,FERVENT is made from letters in ORTFVIENDEEX (F-E-R-V-E-N-T). It is a valid word meaning showing intense feeling.
688,hard,FERVENT,showing intense feeling,VEVSNRIEFTETN,7,FERVENT is made from letters in VEVSNRIEFTETN (F-E-R-V-E-N-T). It is a valid word meaning showing intense feeling.
689,hard,ELUSIVE,hard to catch or understand,CUREEVIELSN,7,ELUSIVE is made from letters in CUREEVIELSN (E-L-U-S-I-V-E). It is a valid word meaning hard to catch or understand.
690,hard,ELUSIVE,hard to catch or understand,DIDESVEEVULOA,7,ELUSIVE is made from letters in DIDESVEEVULOA (E-L-U-S-I-V-E). It is a valid word meaning hard to catch or understand.
691,hard,ELUSIVE,hard to catch or understand,EIBETIVLUS,7,ELUSIVE is made from letters in EIBETIVLUS (E-L-U-S-I-V-E). It is a valid word meaning hard to catch or understand.
692,hard,ELUSIVE,hard to catch or understand,XITBTSEBLSEVU,7,ELUSIVE is made from letters in XITBTSEBLSEVU (E-L-U-S-I-V-E). It is a valid word meaning hard to catch or understand.
693,hard,CANDID,truthful and direct,CNZAINERQDD,6,CANDID is made from letters in CNZAINERQDD (C-A-N-D-I-D). It is a valid word meaning truthful and direct.
694,hard,CANDID,truthful and direct,DDDACNTIA,6,CANDID is made from letters in DDDACNTIA (C-A-N-D-I-D). It is a valid word meaning truthful and direct.
695,hard,CANDID,truthful and direct,HTCINADIDE,6,CANDID is made from letters in HTCINADIDE (C-A-N-D-I-D). It is a valid word meaning truthful and direct.
696,hard,CANDID,truthful and direct,NCIIDDTATXE,6,CANDID is made from letters in NCIIDDTATXE (C-A-N-D-I-D). It is a valid word meaning truthful and direct.
697,hard,SOLACE,comfort in sadness,AECERSLGOAO,6,SOLACE is made from letters in AECERSLGOAO (S-O-L-A-C-E). It is a valid word meaning comfort in sadness.
698,hard,SOLACE,comfort in sadness,ALROAESNC,6,SOLACE is made from letters in ALROAESNC (S-O-L-A-C-E). It is a valid word meaning comfort in sadness.
699,hard,SOLACE,comfort in sadness,LAPEOSECRSAS,6,SOLACE is made from letters in LAPEOSECRSAS (S-O-L-A-C-E). It is a valid word meaning comfort in sadness.
700,hard,SOLACE,comfort in sadness,LLAEAVGSEAOC,6,SOLACE is made from letters in LLAEAVGSEAOC (S-O-L-A-C-E). It is a valid word meaning comfort in sadness.
701,hard,RESILIENT,able to recover quickly,ESTIELROGENEEI,9,RESILIENT is made from letters in ESTIELROGENEEI (R-E-S-I-L-I-E-N-T). It is a valid word meaning able to recover quickly.
702,hard,RESILIENT,able to recover quickly,SEANIEAEERGLITS,9,RESILIENT is made from letters in SEANIEAEERGLITS (R-E-S-I-L-I-E-N-T). It is a valid word meaning able to recover quickly.
703,hard,RESILIENT,able to recover quickly,TNIOIASIEDELEOR,9,RESILIENT is made from letters in TNIOIASIEDELEOR (R-E-S-I-L-I-E-N-T). It is a valid word meaning able to recover quickly.
704,hard,RESILIENT,able to recover quickly,TSLEEROININRN,9,RESILIENT is made from letters in TSLEEROININRN (R-E-S-I-L-I-E-N-T). It is a valid word meaning able to recover quickly.
705,hard,MEANDER,to wander without a clear direction,ASEMDRNZNE,7,MEANDER is made from letters in ASEMDRNZNE (M-E-A-N-D-E-R). It is a valid word meaning to wander without a clear direction.
706,hard,MEANDER,to wander without a clear direction,EDNDUMAEHREE,7,MEANDER is made from letters in EDNDUMAEHREE (M-E-A-N-D-E-R). It is a valid word meaning to wander without a clear direction.
707,hard,MEANDER,to wander without a clear direction,ERAEMNWWDDQ,7,MEANDER is made from letters in ERAEMNWWDDQ (M-E-A-N-D-E-R). It is a valid word meaning to wander without a clear direction.
708,hard,MEANDER,to wander without a clear direction,SRDEEEAMNNM,7,MEANDER is made from letters in SRDEEEAMNNM (M-E-A-N-D-E-R). It is a valid word meaning to wander without a clear direction.
709,hard,PINNACLE,the highest point,CLEEINNAUEAP,8,PINNACLE is made from letters in CLEEINNAUEAP (P-I-N-N-A-C-L-E). It is a valid word meaning the highest point.
710,hard,PINNACLE,the highest point,EILCENEPANZ,8,PINNACLE is made from letters in EILCENEPANZ (P-I-N-N-A-C-L-E). It is a valid word meaning the highest point.
711,hard,PINNACLE,the highest point,IENNLINYPCEA,8,PINNACLE is made from letters in IENNLINYPCEA (P-I-N-N-A-C-L-E). It is a valid word meaning the highest point.
712,hard,PINNACLE,the highest point,IILAONNPCHEN,8,PINNACLE is made from letters in IILAONNPCHEN (P-I-N-N-A-C-L-E). It is a valid word meaning the highest point.
713,hard,EMULATE,to copy in order to match,EEUMTNLAMN,7,EMULATE is made from letters in EEUMTNLAMN (E-M-U-L-A-T-E). It is a valid word meaning to copy in order to match.
714,hard,EMULATE,to copy in order to match,IEUAZLMETA,7,EMULATE is made from letters in IEUAZLMETA (E-M-U-L-A-T-E). It is a valid word meaning to copy in order to match.
715,hard,EMULATE,to copy in order to match,RUDTEMLAOE,7,EMULATE is made from letters in RUDTEMLAOE (E-M-U-L-A-T-E). It is a valid word meaning to copy in order to match.
716,hard,EMULATE,to copy in order to match,STHMUENOLRAE,7,EMULATE is made from letters in STHMUENOLRAE (E-M-U-L-A-T-E). It is a valid word meaning to copy in order to match.
717,hard,FRACTURE,a crack or break,AORGCTFEUGTR,8,FRACTURE is made from letters in AORGCTFEUGTR (F-R-A-C-T-U-R-E). It is a valid word meaning a crack or break.
718,hard,FRACTURE,a crack or break,EIQEEARCEUFERT,8,FRACTURE is made from letters in EIQEEARCEUFERT (F-R-A-C-T-U-R-E). It is a valid word meaning a crack or break.
719,hard,FRACTURE,a crack or break,ERERETRAUWFC,8,FRACTURE is made from letters in ERERETRAUWFC (F-R-A-C-T-U-R-E). It is a valid word meaning a crack or break.
720,hard,FRACTURE,a crack or break,RUATEFCEERESFR,8,FRACTURE is made from letters in RUATEFCEERESFR (F-R-A-C-T-U-R-E). It is a valid word meaning a crack or break.
721,hard,CRYPTIC,mysterious and hard to understand,CIRCPESETAEY,7,CRYPTIC is made from letters in CIRCPESETAEY (C-R-Y-P-T-I-C). It is a valid word meaning mysterious and hard to understand.
722,hard,CRYPTIC,mysterious and hard to understand,CZRYCCITPD,7,CRYPTIC is made from letters in CZRYCCITPD (C-R-Y-P-T-I-C). It is a valid word meaning mysterious and hard to understand.
723,hard,CRYPTIC,mysterious and hard to understand,PMRCIYCRRIT,7,CRYPTIC is made from letters in PMRCIYCRRIT (C-R-Y-P-T-I-C). It is a valid word meaning mysterious and hard to understand.
724,hard,CRYPTIC,mysterious and hard to understand,YRTCEPEEICS,7,CRYPTIC is made from letters in YRTCEPEEICS (C-R-Y-P-T-I-C). It is a valid word meaning mysterious and hard to understand.
725,hard,VIGILANT,watchful and alert,GEIREAINTVWTL,8,VIGILANT is made from letters in GEIREAINTVWTL (V-I-G-I-L-A-N-T). It is a valid word meaning watchful and alert.
726,hard,VIGILANT,watchful and alert,ILGVPETITANEE,8,VIGILANT is made from letters in ILGVPETITANEE (V-I-G-I-L-A-N-T). It is a valid word meaning watchful and alert.
727,hard,VIGILANT,watchful and alert,KIIVALTGAENI,8,VIGILANT is made from letters in KIIVALTGAENI (V-I-G-I-L-A-N-T). It is a valid word meaning watchful and alert.
728,hard,VIGILANT,watchful and alert,NLEGAINTNSISVA,8,VIGILANT is made from letters in NLEGAINTNSISVA (V-I-G-I-L-A-N-T). It is a valid word meaning watchful and alert.
729,hard,COHERENT,clear and logically connected,EARCVONCHET,8,COHERENT is made from letters in EARCVONCHET (C-O-H-E-R-E-N-T). It is a valid word meaning clear and logically connected.
730,hard,COHERENT,clear and logically connected,ENRECOHCTOSR,8,COHERENT is made from letters in ENRECOHCTOSR (C-O-H-E-R-E-N-T). It is a valid word meaning clear and logically connected.
731,hard,COHERENT,clear and logically connected,GNOHECTRNYE,8,COHERENT is made from letters in GNOHECTRNYE (C-O-H-E-R-E-N-T). It is a valid word meaning clear and logically connected.
732,hard,COHERENT,clear and logically connected,RFEEYONRJQTHC,8,COHERENT is made from letters in RFEEYONRJQTHC (C-O-H-E-R-E-N-T). It is a valid word meaning clear and logically connected.
733,hard,INTRICATE,very detailed and complicated,EIISECANRTTORRE,9,INTRICATE is made from letters in EIISECANRTTORRE (I-N-T-R-I-C-A-T-E). It is a valid word meaning very detailed and complicated.
734,hard,INTRICATE,very detailed and complicated,QRCISEITTAEN,9,INTRICATE is made from letters in QRCISEITTAEN (I-N-T-R-I-C-A-T-E). It is a valid word meaning very detailed and complicated.
735,hard,INTRICATE,very detailed and complicated,TNIARETNICEHQ,9,INTRICATE is made from letters in TNIARETNICEHQ (I-N-T-R-I-C-A-T-E). It is a valid word meaning very detailed and complicated.
736,hard,INTRICATE,very detailed and complicated,TTAAQONIIENRTIC,9,INTRICATE is made from letters in TTAAQONIIENRTIC (I-N-T-R-I-C-A-T-E). It is a valid word meaning very detailed and complicated.
737,hard,BENEVOLENT,kind and generous,ELBVTEKNKONETJO,10,BENEVOLENT is made from letters in ELBVTEKNKONETJO (B-E-N-E-V-O-L-E-N-T). It is a valid word meaning kind and generous.
738,hard,BENEVOLENT,kind and generous,LVTEBOEOANANAE,10,BENEVOLENT is made from letters in LVTEBOEOANANAE (B-E-N-E-V-O-L-E-N-T). It is a valid word meaning kind and generous.
739,hard,BENEVOLENT,kind and generous,NVEBELATEGRONNNB,10,BENEVOLENT is made from letters in NVEBELATEGRONNNB (B-E-N-E-V-O-L-E-N-T). It is a valid word meaning kind and generous.
740,hard,BENEVOLENT,kind and generous,TBNEONEETKREIVNL,10,BENEVOLENT is made from letters in TBNEONEETKREIVNL (B-E-N-E-V-O-L-E-N-T). It is a valid word meaning kind and generous.
741,hard,AUDACITY,boldness and nerve,ADTRUACUUAYIA,8,AUDACITY is made from letters in ADTRUACUUAYIA (A-U-D-A-C-I-T-Y). It is a valid word meaning boldness and nerve.
742,hard,AUDACITY,boldness and nerve,ANAYIECTAOUDM,8,AUDACITY is made from letters in ANAYIECTAOUDM (A-U-D-A-C-I-T-Y). It is a valid word meaning boldness and nerve.
743,hard,AUDACITY,boldness and nerve,DATIGTAICUY,8,AUDACITY is made from letters in DATIGTAICUY (A-U-D-A-C-I-T-Y). It is a valid word meaning boldness and nerve.
744,hard,AUDACITY,boldness and nerve,YSOIEATTDUCA,8,AUDACITY is made from letters in YSOIEATTDUCA (A-U-D-A-C-I-T-Y). It is a valid word meaning boldness and nerve.
745,hard,IMPLICIT,suggested without being directly stated,CITISMEOLPI,8,IMPLICIT is made from letters in CITISMEOLPI (I-M-P-L-I-C-I-T). It is a valid word meaning suggested without being directly stated.
746,hard,IMPLICIT,suggested without being directly stated,CMINPUILXNREIT,8,IMPLICIT is made from letters in CMINPUILXNREIT (I-M-P-L-I-C-I-T). It is a valid word meaning suggested without being directly stated.
747,hard,IMPLICIT,suggested without being directly stated,IICPIUMTUEL,8,IMPLICIT is made from letters in IICPIUMTUEL (I-M-P-L-I-C-I-T). It is a valid word meaning suggested without being directly stated.
748,hard,IMPLICIT,suggested without being directly stated,MTEIIPJLICE,8,IMPLICIT is made from letters in MTEIIPJLICE (I-M-P-L-I-C-I-T). It is a valid word meaning suggested without being directly stated.
749,hard,FORMIDABLE,causing fear or respect,EAEODRFOMLIBEM,10,FORMIDABLE is made from letters in EAEODRFOMLIBEM (F-O-R-M-I-D-A-B-L-E). It is a valid word meaning causing fear or respect.
750,hard,FORMIDABLE,causing fear or respect,EDOMFIRTLVNBAO,10,FORMIDABLE is made from letters in EDOMFIRTLVNBAO (F-O-R-M-I-D-A-B-L-E). It is a valid word meaning causing fear or respect.
751,hard,FORMIDABLE,causing fear or respect,MEBRARDOTFOOLDI,10,FORMIDABLE is made from letters in MEBRARDOTFOOLDI (F-O-R-M-I-D-A-B-L-E). It is a valid word meaning causing fear or respect.
752,hard,FORMIDABLE,causing fear or respect,MEDIEIOFLAEEBR,10,FORMIDABLE is made from letters in MEDIEIOFLAEEBR (F-O-R-M-I-D-A-B-L-E). It is a valid word meaning causing fear or respect.
753,hard,OBSOLETE,no longer used,ETEOLBUEEAOS,8,OBSOLETE is made from letters in ETEOLBUEEAOS (O-B-S-O-L-E-T-E). It is a valid word meaning no longer used.
754,hard,OBSOLETE,no longer used,ETRNLSBOIEO,8,OBSOLETE is made from letters in ETRNLSBOIEO (O-B-S-O-L-E-T-E). It is a valid word meaning no longer used.
755,hard,OBSOLETE,no longer used,LBEIOSOREETHE,8,OBSOLETE is made from letters in LBEIOSOREETHE (O-B-S-O-L-E-T-E). It is a valid word meaning no longer used.
756,hard,OBSOLETE,no longer used,TBCEAETSIOLEOE,8,OBSOLETE is made from letters in TBCEAETSIOLEOE (O-B-S-O-L-E-T-E). It is a valid word meaning no longer used.
757,hard,TRANQUIL,calm and peaceful,NIUTNMRALQR,8,TRANQUIL is made from letters in NIUTNMRALQR (T-R-A-N-Q-U-I-L). It is a valid word meaning calm and peaceful.
758,hard,TRANQUIL,calm and peaceful,SNQTSBLAIAURR,8,TRANQUIL is made from letters in SNQTSBLAIAURR (T-R-A-N-Q-U-I-L). It is a valid word meaning calm and peaceful.
759,hard,TRANQUIL,calm and peaceful,UQTIOINFARLIA,8,TRANQUIL is made from letters in UQTIOINFARLIA (T-R-A-N-Q-U-I-L). It is a valid word meaning calm and peaceful.
760,hard,TRANQUIL,calm and peaceful,UTRAQINEDPL,8,TRANQUIL is made from letters in UTRAQINEDPL (T-R-A-N-Q-U-I-L). It is a valid word meaning calm and peaceful.
